Timestamp,WindSpeed_m_s,Temperature_C,ActivePower_kW
2020-01-03 21:00:00,9.23,4.4,766.47
2020-01-03 22:00:00,9.57,3.21,891.85
2020-01-03 23:00:00,10.07,5.87,1118.67
2020-01-04 00:00:00,10.52,5.17,1329.16
2020-01-04 01:00:00,10.98,5.97,1593.68
2020-01-04 02:00:00,11.48,4.13,1922.66
2020-01-04 03:00:00,11.91,5.06,2220.26
2020-01-04 04:00:00,12.5,4.1,2296.31
2020-01-04 05:00:00,12.54,7.01,2300.0
2020-01-04 06:00:00,12.67,6.18,2279.95
2020-01-04 07:00:00,12.62,5.44,2300.0
2020-01-04 08:00:00,12.22,5.38,2300.0
2020-01-04 09:00:00,11.94,6.78,2256.79
2020-01-04 10:00:00,11.53,5.12,1959.78
2020-01-04 11:00:00,10.84,4.91,1524.03
2020-01-04 12:00:00,10.37,5.49,1265.46
2020-01-04 13:00:00,9.75,4.32,969.12
2020-01-04 14:00:00,9.38,3.89,825.74
2020-01-04 15:00:00,9.02,6.23,692.91
2020-01-04 16:00:00,8.77,5.34,602.98
2020-01-04 17:00:00,8.53,4.37,535.32
2020-01-04 18:00:00,8.53,5.12,531.38
2020-01-04 19:00:00,8.68,4.66,577.72
2020-01-04 20:00:00,8.83,5.14,627.98
2020-01-04 21:00:00,9.12,6.49,728.04
2020-01-04 22:00:00,9.54,4.61,878.34
2020-01-04 23:00:00,9.91,5.44,1033.86
2020-01-05 00:00:00,10.36,4.57,1258.93
2020-01-05 01:00:00,10.94,5.9,1585.77
2020-01-05 02:00:00,11.41,5.05,1893.54
2020-01-05 03:00:00,11.84,6.21,2198.03
2020-01-05 04:00:00,12.19,6.82,2300.0
2020-01-05 05:00:00,12.4,4.01,2300.0
2020-01-05 06:00:00,12.38,7.27,2300.0
2020-01-05 07:00:00,12.32,6.97,2292.27
2020-01-05 08:00:00,12.09,4.84,2300.0
2020-01-05 09:00:00,11.73,4.55,2112.56
2020-01-05 10:00:00,11.52,6.81,1958.58
2020-01-05 11:00:00,11.18,5.68,1731.22
2020-01-05 12:00:00,10.73,3.34,1471.08
2020-01-05 13:00:00,10.21,4.21,1194.24
2020-01-05 14:00:00,9.57,6.17,899.87
2020-01-05 15:00:00,9.09,5.01,714.53
2020-01-05 16:00:00,9.08,4.61,706.13
2020-01-05 17:00:00,8.91,4.9,649.28
2020-01-05 18:00:00,8.86,5.57,632.74
2020-01-05 19:00:00,8.83,4.61,627.49
2020-01-05 20:00:00,9.09,5.49,717.88
2020-01-05 21:00:00,9.47,4.91,859.26
2020-01-05 22:00:00,10.09,6.9,1116.35
2020-01-05 23:00:00,10.59,5.01,1379.9
2020-01-06 00:00:00,11.27,4.35,1787.34
2020-01-06 01:00:00,11.73,4.77,2091.51
2020-01-06 02:00:00,12.24,5.09,2300.0
2020-01-06 03:00:00,12.48,5.52,2284.19
2020-01-06 04:00:00,13.07,4.41,2300.0
2020-01-06 05:00:00,13.4,3.44,2300.0
2020-01-06 06:00:00,13.48,4.46,2294.96
2020-01-06 07:00:00,13.19,3.26,2277.05
2020-01-06 08:00:00,12.94,5.47,2300.0
2020-01-06 09:00:00,12.62,4.45,2292.16
2020-01-06 10:00:00,12.2,5.39,2300.0
2020-01-06 11:00:00,11.83,4.35,2191.69
2020-01-06 12:00:00,11.53,5.16,1951.54
2020-01-06 13:00:00,11.09,5.99,1661.51
2020-01-06 14:00:00,10.51,3.93,1339.65
2020-01-06 15:00:00,10.24,4.72,1194.06
2020-01-06 16:00:00,10.09,4.91,1125.88
2020-01-06 17:00:00,9.96,6.66,1064.33
2020-01-06 18:00:00,9.91,4.96,1045.57
2020-01-06 19:00:00,9.87,2.85,1015.81
2020-01-06 20:00:00,10.03,5.94,1092.26
2020-01-06 21:00:00,10.58,4.56,1373.08
2020-01-06 22:00:00,10.93,5.36,1589.4
2020-01-06 23:00:00,11.22,5.48,1736.62
2020-01-07 00:00:00,11.51,4.65,1959.66
2020-01-07 01:00:00,12.11,4.76,2300.0
2020-01-07 02:00:00,12.65,3.77,2288.21
2020-01-07 03:00:00,12.89,4.34,2289.06
2020-01-07 04:00:00,13.19,6.61,2294.98
2020-01-07 05:00:00,13.61,4.65,2291.25
2020-01-07 06:00:00,13.62,4.37,2283.85
2020-01-07 07:00:00,13.53,3.67,2287.44
2020-01-07 08:00:00,13.26,5.51,2300.0
2020-01-07 09:00:00,12.98,3.67,2290.62
2020-01-07 10:00:00,12.75,4.84,2300.0
2020-01-07 11:00:00,12.12,6.72,2300.0
2020-01-07 12:00:00,11.61,3.03,1998.92
2020-01-07 13:00:00,11.17,3.3,1715.17
2020-01-07 14:00:00,10.75,5.05,1464.11
2020-01-07 15:00:00,10.24,5.3,1190.11
2020-01-07 16:00:00,10.2,4.92,1181.15
2020-01-07 17:00:00,9.83,4.28,1010.26
2020-01-07 18:00:00,9.97,4.38,1070.51
2020-01-07 19:00:00,10.01,5.64,1094.58
2020-01-07 20:00:00,10.12,6.06,1148.03
2020-01-07 21:00:00,10.36,4.2,1251.12
2020-01-07 22:00:00,10.65,6.2,1421.99
2020-01-07 23:00:00,10.89,7.04,1550.01
2020-01-08 00:00:00,11.49,4.25,1910.07
2020-01-08 01:00:00,12.07,4.62,2277.82
2020-01-08 02:00:00,12.47,4.71,2300.0
2020-01-08 03:00:00,12.83,3.48,2300.0
2020-01-08 04:00:00,13.24,4.91,2300.0
2020-01-08 05:00:00,13.28,3.49,2300.0
2020-01-08 06:00:00,13.33,4.72,2287.64
2020-01-08 07:00:00,13.35,5.89,2300.0
2020-01-08 08:00:00,13.11,6.58,2297.05
2020-01-08 09:00:00,12.73,5.53,2283.08
2020-01-08 10:00:00,12.38,6.62,2300.0
2020-01-08 11:00:00,11.95,5.72,2250.79
2020-01-08 12:00:00,11.45,6.64,1903.41
2020-01-08 13:00:00,10.91,4.02,1545.0
2020-01-08 14:00:00,10.26,2.82,1194.17
2020-01-08 15:00:00,9.92,5.59,1041.0
2020-01-08 16:00:00,9.53,5.87,885.04
2020-01-08 17:00:00,9.3,5.01,785.69
2020-01-08 18:00:00,9.32,6.11,794.28
2020-01-08 19:00:00,9.22,6.29,761.49
2020-01-08 20:00:00,9.67,5.71,929.37
2020-01-08 21:00:00,10.17,3.82,1151.47
2020-01-08 22:00:00,10.78,7.06,1469.81
2020-01-08 23:00:00,11.34,5.63,1817.36
2020-01-09 00:00:00,11.87,5.17,2194.84
2020-01-09 01:00:00,12.46,5.05,2300.0
2020-01-09 02:00:00,12.93,6.75,2286.9
2020-01-09 03:00:00,13.14,4.24,2300.0
2020-01-09 04:00:00,13.4,5.47,2287.87
2020-01-09 05:00:00,13.57,4.79,2298.61
2020-01-09 06:00:00,13.69,6.22,2300.0
2020-01-09 07:00:00,13.78,4.02,2298.16
2020-01-09 08:00:00,13.55,6.65,2283.78
2020-01-09 09:00:00,13.05,4.84,2300.0
2020-01-09 10:00:00,12.65,6.88,2300.0
2020-01-09 11:00:00,12.33,5.83,2300.0
2020-01-09 12:00:00,11.73,6.16,2090.26
2020-01-09 13:00:00,11.1,5.56,1671.22
2020-01-09 14:00:00,10.4,4.65,1288.84
2020-01-09 15:00:00,9.88,5.85,1025.46
2020-01-09 16:00:00,9.77,5.66,970.37
2020-01-09 17:00:00,9.5,5.92,857.68
2020-01-09 18:00:00,9.28,4.04,776.84
2020-01-09 19:00:00,9.59,4.71,906.47
2020-01-09 20:00:00,9.84,5.68,1001.99
2020-01-09 21:00:00,10.17,5.11,1167.06
2020-01-09 22:00:00,10.64,6.1,1401.23
2020-01-09 23:00:00,11.17,5.8,1721.32
2020-01-10 00:00:00,11.7,4.44,2093.71
2020-01-10 01:00:00,12.09,4.27,2286.94
2020-01-10 02:00:00,12.6,5.13,2288.01
2020-01-10 03:00:00,12.81,6.96,2300.0
2020-01-10 04:00:00,13.38,2.26,2281.2
2020-01-10 05:00:00,13.64,5.42,2298.71
2020-01-10 06:00:00,13.7,5.89,2300.0
2020-01-10 07:00:00,13.64,4.94,2297.43
2020-01-10 08:00:00,13.37,6.37,2295.52
2020-01-10 09:00:00,13.15,5.09,2300.0
2020-01-10 10:00:00,12.72,4.26,2300.0
2020-01-10 11:00:00,12.17,4.38,2296.81
2020-01-10 12:00:00,11.82,4.68,2185.42
2020-01-10 13:00:00,11.17,5.45,1723.9
2020-01-10 14:00:00,10.74,4.8,1468.06
2020-01-10 15:00:00,10.19,4.31,1162.75
2020-01-10 16:00:00,9.9,6.36,1032.39
2020-01-10 17:00:00,9.76,4.97,981.03
2020-01-10 18:00:00,9.79,6.29,993.1
2020-01-10 19:00:00,9.91,6.05,1031.75
2020-01-10 20:00:00,10.23,6.62,1184.82
2020-01-10 21:00:00,10.51,5.84,1334.25
2020-01-10 22:00:00,11.07,5.47,1646.67
2020-01-10 23:00:00,11.55,4.29,1958.39
2020-01-11 00:00:00,12.17,5.89,2282.1
2020-01-11 01:00:00,12.46,2.8,2292.11
2020-01-11 02:00:00,12.85,5.41,2284.89
2020-01-11 03:00:00,13.4,5.39,2289.18
2020-01-11 04:00:00,13.68,5.33,2300.0
2020-01-11 05:00:00,13.93,4.23,2300.0
2020-01-11 06:00:00,14.14,7.15,2289.64
2020-01-11 07:00:00,14.13,4.6,2287.84
2020-01-11 08:00:00,13.89,6.09,2300.0
2020-01-11 09:00:00,13.46,4.78,2300.0
2020-01-11 10:00:00,12.93,4.78,2300.0
2020-01-11 11:00:00,12.29,4.91,2294.75
2020-01-11 12:00:00,11.82,6.31,2179.61
2020-01-11 13:00:00,11.28,4.28,1787.66
2020-01-11 14:00:00,10.73,4.54,1460.69
2020-01-11 15:00:00,10.24,4.07,1187.41
2020-01-11 16:00:00,10.03,6.17,1103.51
2020-01-11 17:00:00,9.87,4.52,1024.54
2020-01-11 18:00:00,9.84,5.73,1014.78
2020-01-11 19:00:00,9.93,5.71,1055.2
2020-01-11 20:00:00,10.0,5.97,1085.81
2020-01-11 21:00:00,10.15,5.12,1159.43
2020-01-11 22:00:00,10.61,4.99,1380.95
2020-01-11 23:00:00,10.99,5.36,1626.18
2020-01-12 00:00:00,11.64,3.16,2038.89
2020-01-12 01:00:00,12.4,5.37,2289.38
2020-01-12 02:00:00,12.99,6.55,2300.0
2020-01-12 03:00:00,13.44,6.11,2300.0
2020-01-12 04:00:00,13.73,4.52,2300.0
2020-01-12 05:00:00,14.08,5.61,2283.81
2020-01-12 06:00:00,14.13,5.26,2287.23
2020-01-12 07:00:00,14.04,5.48,2300.0
2020-01-12 08:00:00,13.89,3.75,2300.0
2020-01-12 09:00:00,13.63,7.58,2300.0
2020-01-12 10:00:00,13.02,5.61,2288.97
2020-01-12 11:00:00,12.64,4.52,2300.0
2020-01-12 12:00:00,12.15,5.37,2286.87
2020-01-12 13:00:00,11.53,6.1,1959.38
2020-01-12 14:00:00,11.3,4.39,1820.82
2020-01-12 15:00:00,10.81,3.72,1502.02
2020-01-12 16:00:00,10.52,6.78,1328.82
2020-01-12 17:00:00,10.04,4.59,1090.01
2020-01-12 18:00:00,9.93,4.68,1056.51
2020-01-12 19:00:00,9.92,3.98,1050.53
2020-01-12 20:00:00,10.06,6.63,1114.07
2020-01-12 21:00:00,10.26,5.9,1216.75
2020-01-12 22:00:00,10.67,5.17,1435.16
2020-01-12 23:00:00,11.01,5.83,1607.88
2020-01-13 00:00:00,11.49,4.86,1920.79
2020-01-13 01:00:00,12.02,5.75,2293.89
2020-01-13 02:00:00,12.38,5.41,2300.0
2020-01-13 03:00:00,12.94,5.04,2300.0
2020-01-13 04:00:00,13.18,4.12,2300.0
2020-01-13 05:00:00,13.45,4.4,2293.54
2020-01-13 06:00:00,13.54,3.64,2300.0
2020-01-13 07:00:00,13.57,4.25,2296.72
2020-01-13 08:00:00,13.32,3.68,2300.0
2020-01-13 09:00:00,12.87,5.43,2280.67
2020-01-13 10:00:00,12.48,3.67,2287.55
2020-01-13 11:00:00,12.04,5.6,2282.36
2020-01-13 12:00:00,11.63,6.25,2014.73
2020-01-13 13:00:00,11.18,5.17,1723.25
2020-01-13 14:00:00,10.73,3.93,1460.02
2020-01-13 15:00:00,10.28,6.55,1226.39
2020-01-13 16:00:00,9.86,5.11,1025.99
2020-01-13 17:00:00,9.69,5.28,938.54
2020-01-13 18:00:00,9.59,7.46,903.8
2020-01-13 19:00:00,9.68,5.16,941.74
2020-01-13 20:00:00,9.84,5.14,1008.72
2020-01-13 21:00:00,10.05,7.46,1097.84
2020-01-13 22:00:00,10.76,3.58,1480.92
2020-01-13 23:00:00,11.41,5.07,1861.84
2020-01-14 00:00:00,12.04,7.41,2299.46
2020-01-14 01:00:00,12.51,6.09,2279.81
2020-01-14 02:00:00,12.93,3.61,2300.0
2020-01-14 03:00:00,13.35,5.47,2278.38
2020-01-14 04:00:00,13.54,5.42,2286.3
2020-01-14 05:00:00,13.76,5.9,2284.68
2020-01-14 06:00:00,13.6,5.32,2300.0
2020-01-14 07:00:00,13.4,3.76,2281.2
2020-01-14 08:00:00,13.01,6.87,2300.0
2020-01-14 09:00:00,12.66,3.89,2300.0
2020-01-14 10:00:00,12.07,6.37,2285.92
2020-01-14 11:00:00,11.65,6.02,2027.96
2020-01-14 12:00:00,11.21,6.61,1748.67
2020-01-14 13:00:00,10.56,5.84,1376.52
2020-01-14 14:00:00,10.24,7.76,1194.03
2020-01-14 15:00:00,9.7,5.37,942.51
2020-01-14 16:00:00,9.41,6.22,829.87
2020-01-14 17:00:00,9.23,4.94,771.1
2020-01-14 18:00:00,8.99,4.27,678.89
2020-01-14 19:00:00,9.06,5.5,699.58
2020-01-14 20:00:00,9.13,5.76,719.01
2020-01-14 21:00:00,9.59,5.19,895.69
2020-01-14 22:00:00,10.16,4.04,1151.27
2020-01-14 23:00:00,10.73,5.75,1470.37
2020-01-15 00:00:00,11.16,6.87,1709.56
2020-01-15 01:00:00,11.73,3.59,2103.14
2020-01-15 02:00:00,12.24,5.4,2295.92
2020-01-15 03:00:00,12.59,5.67,2300.0
2020-01-15 04:00:00,12.92,5.33,2300.0
2020-01-15 05:00:00,13.18,6.65,2280.08
2020-01-15 06:00:00,13.22,4.27,2287.69
2020-01-15 07:00:00,13.08,6.18,2300.0
2020-01-15 08:00:00,12.9,5.95,2300.0
2020-01-15 09:00:00,12.52,6.42,2291.12
2020-01-15 10:00:00,12.1,5.28,2300.0
2020-01-15 11:00:00,11.64,5.91,2044.94
2020-01-15 12:00:00,11.1,5.23,1690.57
2020-01-15 13:00:00,10.58,6.28,1377.67
2020-01-15 14:00:00,10.31,5.4,1238.3
2020-01-15 15:00:00,9.97,4.16,1071.13
2020-01-15 16:00:00,9.71,6.79,956.19
2020-01-15 17:00:00,9.65,6.79,930.57
2020-01-15 18:00:00,9.55,6.29,892.44
2020-01-15 19:00:00,9.61,3.5,918.11
2020-01-15 20:00:00,9.77,7.32,979.91
2020-01-15 21:00:00,9.92,4.98,1046.86
2020-01-15 22:00:00,10.37,4.08,1259.31
2020-01-15 23:00:00,10.76,4.5,1461.69
2020-01-16 00:00:00,11.42,7.35,1892.51
2020-01-16 01:00:00,11.96,5.66,2266.27
2020-01-16 02:00:00,12.47,4.31,2293.99
2020-01-16 03:00:00,12.9,3.35,2300.0
2020-01-16 04:00:00,13.13,5.22,2297.49
2020-01-16 05:00:00,13.34,2.67,2298.37
2020-01-16 06:00:00,13.36,6.08,2283.63
2020-01-16 07:00:00,13.36,6.92,2300.0
2020-01-16 08:00:00,13.24,4.95,2297.51
2020-01-16 09:00:00,12.62,5.8,2300.0
2020-01-16 10:00:00,12.24,5.32,2290.97
2020-01-16 11:00:00,11.76,6.14,2144.41
2020-01-16 12:00:00,11.41,6.59,1881.4
2020-01-16 13:00:00,10.74,6.79,1477.1
2020-01-16 14:00:00,10.38,6.01,1279.81
2020-01-16 15:00:00,9.84,6.46,1015.38
2020-01-16 16:00:00,9.45,6.77,842.58
2020-01-16 17:00:00,9.2,4.76,746.55
2020-01-16 18:00:00,9.16,4.8,737.71
2020-01-16 19:00:00,9.15,5.08,742.3
2020-01-16 20:00:00,9.41,6.49,828.62
2020-01-16 21:00:00,9.81,5.79,1005.14
2020-01-16 22:00:00,10.33,5.87,1252.83
2020-01-16 23:00:00,10.66,6.09,1410.49
2020-01-17 00:00:00,11.27,4.93,1777.56
2020-01-17 01:00:00,11.93,4.31,2245.47
2020-01-17 02:00:00,12.44,5.93,2300.0
2020-01-17 03:00:00,12.84,5.46,2278.08
2020-01-17 04:00:00,13.0,6.04,2300.0
2020-01-17 05:00:00,13.36,7.37,2292.81
2020-01-17 06:00:00,13.51,4.48,2300.0
2020-01-17 07:00:00,13.54,3.88,2285.95
2020-01-17 08:00:00,13.33,6.06,2300.0
2020-01-17 09:00:00,12.92,6.44,2300.0
2020-01-17 10:00:00,12.52,5.44,2300.0
2020-01-17 11:00:00,11.92,5.47,2225.57
2020-01-17 12:00:00,11.34,6.15,1830.19
2020-01-17 13:00:00,10.95,3.66,1601.03
2020-01-17 14:00:00,10.48,6.83,1319.09
2020-01-17 15:00:00,10.03,4.65,1087.89
2020-01-17 16:00:00,9.69,5.78,950.11
2020-01-17 17:00:00,9.5,4.68,859.88
2020-01-17 18:00:00,9.46,4.78,845.82
2020-01-17 19:00:00,9.44,5.13,837.97
2020-01-17 20:00:00,9.72,5.92,947.46
2020-01-17 21:00:00,10.04,4.61,1100.2
2020-01-17 22:00:00,10.42,7.48,1281.25
2020-01-17 23:00:00,10.95,5.62,1595.78
2020-01-18 00:00:00,11.51,7.55,1930.4
2020-01-18 01:00:00,11.9,5.65,2207.41
2020-01-18 02:00:00,12.45,6.7,2300.0
2020-01-18 03:00:00,13.06,4.23,2293.42
2020-01-18 04:00:00,13.43,7.2,2281.49
2020-01-18 05:00:00,13.59,4.14,2279.57
2020-01-18 06:00:00,13.73,6.18,2281.76
2020-01-18 07:00:00,13.49,4.63,2300.0
2020-01-18 08:00:00,13.22,6.38,2277.49
2020-01-18 09:00:00,12.94,4.72,2293.58
2020-01-18 10:00:00,12.63,6.41,2300.0
2020-01-18 11:00:00,12.13,6.47,2300.0
2020-01-18 12:00:00,11.56,4.96,1967.25
2020-01-18 13:00:00,11.04,5.43,1631.67
2020-01-18 14:00:00,10.42,6.52,1285.23
2020-01-18 15:00:00,10.09,5.23,1127.68
2020-01-18 16:00:00,9.84,4.13,1019.26
2020-01-18 17:00:00,9.69,5.62,948.32
2020-01-18 18:00:00,9.79,3.89,985.08
2020-01-18 19:00:00,9.75,3.15,977.71
2020-01-18 20:00:00,9.96,6.51,1066.8
2020-01-18 21:00:00,10.14,5.38,1147.2
2020-01-18 22:00:00,10.54,4.6,1355.86
2020-01-18 23:00:00,11.03,4.14,1632.52
2020-01-19 00:00:00,11.59,7.95,2003.95
2020-01-19 01:00:00,12.26,2.73,2300.0
2020-01-19 02:00:00,12.93,6.24,2300.0
2020-01-19 03:00:00,13.47,5.89,2281.4
2020-01-19 04:00:00,13.91,6.2,2289.79
2020-01-19 05:00:00,13.94,6.59,2300.0
2020-01-19 06:00:00,14.11,6.37,2299.3
2020-01-19 07:00:00,13.85,5.03,2286.71
2020-01-19 08:00:00,13.8,6.25,2281.16
2020-01-19 09:00:00,13.5,5.13,2300.0
2020-01-19 10:00:00,13.31,4.5,2300.0
2020-01-19 11:00:00,12.75,5.67,2300.0
2020-01-19 12:00:00,12.14,7.06,2300.0
2020-01-19 13:00:00,11.61,5.13,2007.8
2020-01-19 14:00:00,11.0,6.68,1620.13
2020-01-19 15:00:00,10.61,4.09,1396.64
2020-01-19 16:00:00,10.25,5.66,1208.72
2020-01-19 17:00:00,10.16,4.97,1162.75
2020-01-19 18:00:00,9.97,5.01,1071.86
2020-01-19 19:00:00,10.18,5.89,1159.29
2020-01-19 20:00:00,10.4,5.2,1289.4
2020-01-19 21:00:00,10.64,4.54,1419.57
2020-01-19 22:00:00,11.02,4.16,1622.62
2020-01-19 23:00:00,11.67,3.69,2070.46
2020-01-20 00:00:00,12.21,6.9,2300.0
2020-01-20 01:00:00,12.8,6.36,2292.37
2020-01-20 02:00:00,13.13,7.03,2300.0
2020-01-20 03:00:00,13.62,6.89,2279.01
2020-01-20 04:00:00,14.03,6.81,2300.0
2020-01-20 05:00:00,14.28,5.59,2300.0
2020-01-20 06:00:00,14.48,5.66,2300.0
2020-01-20 07:00:00,14.37,4.77,2296.6
2020-01-20 08:00:00,14.04,5.75,2277.8
2020-01-20 09:00:00,13.8,6.47,2300.0
2020-01-20 10:00:00,13.37,4.19,2300.0
2020-01-20 11:00:00,12.77,4.46,2296.17
2020-01-20 12:00:00,12.24,6.06,2300.0
2020-01-20 13:00:00,11.68,4.62,2068.49
2020-01-20 14:00:00,11.18,4.64,1733.99
2020-01-20 15:00:00,10.8,5.7,1506.37
2020-01-20 16:00:00,10.37,6.44,1264.96
2020-01-20 17:00:00,10.16,5.98,1153.62
2020-01-20 18:00:00,10.19,5.85,1168.66
2020-01-20 19:00:00,10.08,6.58,1112.07
2020-01-20 20:00:00,10.33,6.13,1249.73
2020-01-20 21:00:00,10.61,4.49,1376.36
2020-01-20 22:00:00,11.13,6.4,1685.6
2020-01-20 23:00:00,11.61,6.29,2014.92
2020-01-21 00:00:00,12.09,6.29,2300.0
2020-01-21 01:00:00,12.56,4.76,2300.0
2020-01-21 02:00:00,13.04,5.41,2291.1
2020-01-21 03:00:00,13.36,5.58,2300.0
2020-01-21 04:00:00,13.56,4.79,2300.0
2020-01-21 05:00:00,13.83,4.71,2284.72
2020-01-21 06:00:00,13.95,5.36,2300.0
2020-01-21 07:00:00,13.82,4.93,2277.2
2020-01-21 08:00:00,13.47,5.62,2300.0
2020-01-21 09:00:00,13.14,4.63,2300.0
2020-01-21 10:00:00,12.83,6.02,2291.93
2020-01-21 11:00:00,12.46,6.16,2300.0
2020-01-21 12:00:00,11.96,3.7,2271.67
2020-01-21 13:00:00,11.49,5.08,1935.1
2020-01-21 14:00:00,10.87,5.35,1528.23
2020-01-21 15:00:00,10.27,6.35,1209.52
2020-01-21 16:00:00,10.07,5.52,1126.51
2020-01-21 17:00:00,9.73,4.92,956.32
2020-01-21 18:00:00,9.48,5.19,860.95
2020-01-21 19:00:00,9.57,6.15,892.18
2020-01-21 20:00:00,9.89,5.7,1039.25
2020-01-21 21:00:00,10.37,6.15,1266.0
2020-01-21 22:00:00,10.79,5.2,1486.75
2020-01-21 23:00:00,11.22,4.76,1746.0
2020-01-22 00:00:00,11.88,5.03,2210.18
2020-01-22 01:00:00,12.47,7.18,2294.92
2020-01-22 02:00:00,12.78,7.74,2297.59
2020-01-22 03:00:00,12.99,7.01,2293.1
2020-01-22 04:00:00,13.34,4.75,2300.0
2020-01-22 05:00:00,13.6,5.34,2287.16
2020-01-22 06:00:00,13.52,5.3,2290.41
2020-01-22 07:00:00,13.56,6.55,2300.0
2020-01-22 08:00:00,13.37,5.38,2292.15
2020-01-22 09:00:00,13.06,4.67,2300.0
2020-01-22 10:00:00,12.63,5.8,2300.0
2020-01-22 11:00:00,12.26,6.24,2300.0
2020-01-22 12:00:00,11.69,6.26,2075.97
2020-01-22 13:00:00,10.97,5.54,1594.61
2020-01-22 14:00:00,10.37,6.4,1274.8
2020-01-22 15:00:00,9.99,7.32,1070.14
2020-01-22 16:00:00,9.49,7.39,867.61
2020-01-22 17:00:00,9.36,4.7,814.33
2020-01-22 18:00:00,9.32,5.21,805.75
2020-01-22 19:00:00,9.44,7.2,835.22
2020-01-22 20:00:00,9.61,5.67,916.21
2020-01-22 21:00:00,9.82,4.5,997.59
2020-01-22 22:00:00,10.38,6.72,1275.87
2020-01-22 23:00:00,10.75,6.06,1477.76
2020-01-23 00:00:00,11.22,4.22,1769.19
2020-01-23 01:00:00,11.75,6.23,2108.16
2020-01-23 02:00:00,12.22,6.21,2300.0
2020-01-23 03:00:00,12.78,7.42,2295.81
2020-01-23 04:00:00,13.05,5.11,2300.0
2020-01-23 05:00:00,13.23,5.87,2300.0
2020-01-23 06:00:00,13.35,6.64,2300.0
2020-01-23 07:00:00,13.12,6.77,2278.93
2020-01-23 08:00:00,12.99,3.86,2300.0
2020-01-23 09:00:00,12.71,5.99,2286.41
2020-01-23 10:00:00,12.37,5.35,2278.18
